casistica;descrizione_casistica;cosa_fare;url_prodotto;title;categorie_assegnate;primaria_attuale_in_yoast;primaria_da_impostare;percorso_finale_atteso;url_primaria_da_impostare;percorso_visibile_oggi;regola_applicata;note
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/bomboniera-rosa-stabilizzata-su-alzatina-ninfea-in-cristal-per-comunione-matrimonio-anniversario/;Bomboniera Rosa Stabilizzata su Alzatina Ninfea in Cristallo;Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Compleanno | Bomboniere Matrimonio Eleganti, Utili e Originali | Idee Regalo Originali e Artigianali;(nessuna);Bomboniere Anniversario di Matrimonio Utili e Personalizzate;Bomboniere e Confettate Anniversario > Bomboniere Anniversario di Matrimonio Utili e Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/bomboniere-anniversario-matrimonio/;Complementi d’arredo e idee regalo artigianali > Idee Regalo Originali e Artigianali;multievento (Anniversario, Compleanno, Matrimonio) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/bomboniera-segnalibro-con-ciondolo-cresima/;Bomboniera Segnalibro con Ciondolo Cresima;Bomboniere Cresima Personalizzate, Utili e Moderne;(nessuna);Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere e Confettate Cresima > Bomboniere Cresima Personalizzate, Utili e Moderne;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-cresima/bomboniere-cresima/;Bomboniere Cresima Personalizzate, Utili e Moderne;evento singolo (Cresima) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/bomboniera-segnalibro-laurea-con-ciondolo-cappello/;Bomboniera Segnalibro Laurea con Ciondolo Cappello;Bomboniere Laurea;(nessuna);Bomboniere Laurea;Bomboniere e Confettate Laurea > Bomboniere Laurea;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-laurea/bomboniere-laurea/;Bomboniere Laurea;evento singolo (Laurea) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/bomboniera-tagliere-matrimonio-visi/;Tagliere Matrimonio Coppia di Visi | Albalù;Bomboniere Compleanno | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere tema amore: un gesto che parla al cuore;(nessuna);Bomboniere tema amore: un gesto che parla al cuore;Bomboniere per tema > Bomboniere tema amore: un gesto che parla al cuore;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-tema-amore-un-gesto-che-parla-al-cuore/;Bomboniere per tema > Bomboniere tema amore: un gesto che parla al cuore;multievento (Compleanno, Matrimonio) -> tema/tipologia;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/bomboniere-fedi-in-resina-anniversario-di-matrimonio/;Bomboniere Fedi in Resina Anniversario di Matrimonio;Anniversario di Matrimonio: Confettate e Segnaposto;(nessuna);Anniversario di Matrimonio: Confettate e Segnaposto;Bomboniere e Confettate Anniversario > Anniversario di Matrimonio: Confettate e Segnaposto;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/anniversario-confettate-segnaposto/;Anniversario di Matrimonio: Confettate e Segnaposto;evento singolo (Anniversario) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/bomboniere-quadretto-maioliche-con-piastrella-gres-porcellanato-da-appoggio/;Bomboniere Quadretto Maioliche con Piastrella Gres Porcellanato;Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Compleanno | Bomboniere Matrimonio Eleganti, Utili e Originali;(nessuna);Bomboniere Anniversario di Matrimonio Utili e Personalizzate;Bomboniere e Confettate Anniversario > Bomboniere Anniversario di Matrimonio Utili e Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/bomboniere-anniversario-matrimonio/;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;multievento (Anniversario, Compleanno, Matrimonio) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/calamita-in-resina-effetto-gesso-decorata-a-mano-in-oro-e-argento-a-tema-nozze-anniversario-di-matrimonio/;Bomboniera Calamita numero 25 Argentato in Resina;Anniversario di Matrimonio: Confettate e Segnaposto | Compleanno Confettate Segnaposto;(nessuna);Anniversario di Matrimonio: Confettate e Segnaposto;Bomboniere e Confettate Anniversario > Anniversario di Matrimonio: Confettate e Segnaposto;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/anniversario-confettate-segnaposto/;Anniversario di Matrimonio: Confettate e Segnaposto;multievento (Anniversario, Compleanno) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/chiave-portafortuna-in-resina-argentata-con-dettaglio-moneta-1-euro-e-gancetto-per-ciondolo-con-nastrino-rosso/;Chiave Portafortuna Moneta 1 Euro | Albalù;Portafortuna in Resina Argentata;(nessuna);Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/chiave-portafortuna-in-resina-argentata-con-dettaglio-numero-13-e-gancetto-per-ciondolo-con-nastrino-rosso/;Chiave Portafortuna Numero 13 | Albalù;Portafortuna in Resina Argentata;(nessuna);Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/chiave-portafortuna-in-resina-argentata-con-nastrino-rosso/;Chiave Portafortuna in Resina Argentata | Albalù;Portafortuna in Resina Argentata;(nessuna);Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/ciondolo-a-forma-di-numero-25-in-metallo-color-argento-con-applicazioni-strass-e-gancetto-con-foro-per-portachiavi/;Ciondolo Numero 25 Anniversario | Albalù;Anniversario di Matrimonio: Confettate e Segnaposto | Compleanno Confettate Segnaposto;(nessuna);Anniversario di Matrimonio: Confettate e Segnaposto;Bomboniere e Confettate Anniversario > Anniversario di Matrimonio: Confettate e Segnaposto;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/anniversario-confettate-segnaposto/;Anniversario di Matrimonio: Confettate e Segnaposto;multievento (Anniversario, Compleanno) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/ciondolo-numero-50-in-metallo-per-confettata-anniversario/;"Ciondolo Numero 50 Nozze d&#039;Oro | Albalù";Anniversario di Matrimonio: Confettate e Segnaposto | Compleanno Confettate Segnaposto;(nessuna);Anniversario di Matrimonio: Confettate e Segnaposto;Bomboniere e Confettate Anniversario > Anniversario di Matrimonio: Confettate e Segnaposto;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/anniversario-confettate-segnaposto/;Anniversario di Matrimonio: Confettate e Segnaposto;multievento (Anniversario, Compleanno) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/confettata-magnete-laurea-in-gres-porcellanato-decorata-con-supporto-da-appoggio-e-scatola/;Magnete Laurea in Gres Porcellanato con cavalletto;Confettate Segnaposto per Laurea;(nessuna);Confettate Segnaposto per Laurea;Bomboniere e Confettate Laurea > Confettate Segnaposto per Laurea;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-laurea/laurea-confettate-segnaposto/;Confettate Segnaposto per Laurea;evento singolo (Laurea) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/cornetto-portafortuna-in-resina-argentata-con-dettaglio-quadrifoglio-verde-e-gancetto-per-ciondolo-con-nastrino-rosso/;Cornetto Portafortuna Quadrifoglio | Albalù;Portafortuna in Resina Argentata;(nessuna);Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/cornetto-portafortuna-in-resina-argento-con-coccinella-rossa/;Cornetto Portafortuna con Coccinella | Albalù;Portafortuna in Resina Argentata;(nessuna);Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/ferro-di-cavallo-portafortuna-in-resina-argentata-con-cuore-e-nappina-rossa/;Ferro di Cavallo Portafortuna in Resina Argentata con Cuore;Portafortuna in Resina Argentata;(nessuna);Portafortuna in Resina Argentata;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;https://www.albalu.it/categoria-prodotto/complementi-d-arredo-regali/portafortuna-resina-argentata/;Complementi d’arredo e idee regalo artigianali > Portafortuna in Resina Argentata;nessun evento -> tema/tipologia/altro;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/icona-in-legno-con-piastrella-in-gres-decorata-a-tema-laurea-e-piedino-da-appoggio/;Bomboniera Laurea icona con Gufo e Tocco Laurea;Bomboniere Laurea;(nessuna);Bomboniere Laurea;Bomboniere e Confettate Laurea > Bomboniere Laurea;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-laurea/bomboniere-laurea/;Bomboniere Laurea;evento singolo (Laurea) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/icona-in-resina-cuore-da-appoggio-cresima-decorata-a-mano/;Icona in Resina Cuore da Appoggio Cresima Decorata a mano;Segnaposto e Confettata Cresima Personalizzati | Bomboniere Religiose e Sacre;(nessuna);Segnaposto e Confettata Cresima Personalizzati;Bomboniere e Confettate Cresima > Segnaposto e Confettata Cresima Personalizzati;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-cresima/cresima-confettate-segnaposto/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Cresima) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/laurea-barattolino-vetro-portaconfetti-con-applicazione/;Barattolino Laurea Portaconfetti in Vetro | Albalù;Confettate Segnaposto per Laurea;(nessuna);Confettate Segnaposto per Laurea;Bomboniere e Confettate Laurea > Confettate Segnaposto per Laurea;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-laurea/laurea-confettate-segnaposto/;Confettate Segnaposto per Laurea;evento singolo (Laurea) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/laurea-confettata-barattolo-vetro-tubo-sughero-con-applicazione-quadrifoglio-portafortuna-in-legno/;Confettata Laurea con Quadrifoglio | Albalù;Confettate Segnaposto per Laurea;(nessuna);Confettate Segnaposto per Laurea;Bomboniere e Confettate Laurea > Confettate Segnaposto per Laurea;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-laurea/laurea-confettate-segnaposto/;Confettate Segnaposto per Laurea;evento singolo (Laurea) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/laurea-scatolina-portaconfetti-barattolino-tocco-e-applicazione/;Barattolino Laurea Portaconfetti con Tocco | Albalù;Confettate Segnaposto per Laurea;(nessuna);Confettate Segnaposto per Laurea;Bomboniere e Confettate Laurea > Confettate Segnaposto per Laurea;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-laurea/laurea-confettate-segnaposto/;Confettate Segnaposto per Laurea;evento singolo (Laurea) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/magneti-sposi-in-legno-per-confettate-e-segnaposto-matrimonio/;Magneti Sposi in Legno per Confettate e Segnaposto;Segnaposto e Confettata Matrimonio Personalizzati;(nessuna);Segnaposto e Confettata Matrimonio Personalizzati;Bomboniere e Confettate Matrimonio > Segnaposto e Confettata Matrimonio Personalizzati;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-matrimonio/matrimonio-confettate-segnaposto/;Segnaposto e Confettata Matrimonio Personalizzati;evento singolo (Matrimonio) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/mollettine-laurea-in-legno-a-tema-gufetti/;Mollettine Laurea in Legno a Tema Gufetti;Confettate Segnaposto per Laurea;(nessuna);Confettate Segnaposto per Laurea;Bomboniere e Confettate Laurea > Confettate Segnaposto per Laurea;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-laurea/laurea-confettate-segnaposto/;Confettate Segnaposto per Laurea;evento singolo (Laurea) -> categoria evento;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/orologio-bomboniera-fineline-farfalle-personalizzabile/;Orologio Bomboniera Farfalle Line Art Personalizzabile | Albalù;Bomboniere Farfalle | Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;(nessuna);Bomboniere Farfalle;Bomboniere per tema > Bomboniere Farfalle;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-farfalle/;Bomboniere per tema > Bomboniere Farfalle;nessun evento -> tema/tipologia/altro;
A;A - primaria non impostata (Yoast non stampa nessuna categoria);impostare la categoria primaria;https://www.albalu.it/prodotto/orologio-bomboniera-fiori-fineline-personalizzabile/;Orologio Bomboniera Fiori Fineline Papavero | Albalù;Bomboniere tema fiori per ogni occasione | Albalù | Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;(nessuna);Bomboniere tema fiori per ogni occasione | Albalù;Bomboniere per tema > Bomboniere tema fiori per ogni occasione | Albalù;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-tema-fiori-per-ogni-occasione/;Bomboniere per tema > Bomboniere tema fiori per ogni occasione | Albalù;nessun evento -> tema/tipologia/altro;
